RA,Nome,Gênero,Turma,Escola,Instituição de ensino,Ativo/ Inativo,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2024,INDE 2022,INDE 2023,INDE 2024,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Avaliador4,Avaliador5,Avaliador6,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-236,Aluno-236,Feminino,4F,EE Loris Nassif Mattar Profa,Pública,Cursando,2022,4F,Fase 4 (9° ano),0,Agata,7.110494326118326,7.337116667,6.980833740133334,2010-06-21 00:00:00,14,,,Ametista,Ametista,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,9.168,7.890668700666666,6.26,6.875,,4.5,1.5,4.0,8.0,,,6.362,10.0,,,,2024
RA-237,Aluno-237,Feminino,5F,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,5F,Fase 6 (2° EM),-1,Ametista,8.083730668737061,7.436566667,7.931384271366667,2008-06-25 00:00:00,16,,,Topázio,Ametista,,,,3,Avaliador-24,,Avaliador-1,,Avaliador-7,,,,8.751,9.689754689666666,6.26,7.916666667,,7.666666666666667,6.0,7.0,10.0,,,8.336666667,5.0,,,,2024
RA-239,Aluno-239,Feminino,4F,EE Paschoal Carlos Magno,Pública,Cursando,2021,4F,Fase 7 (3° EM),-3,Agata,4.571673982861744,6.411333333,6.782180868800001,2007-05-22 00:00:00,17,,Quartzo,Quartzo,Agata,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,8.751,6.361737677333333,5.635,7.875,,6.666666666666667,4.0,10.0,6.0,,,8.502,2.5,,,,2024
RA-241,Aluno-241,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2021,7E,Fase 5 (1° EM),2,Topázio,8.467711333333334,7.016,8.311616666733334,2008-10-06 00:00:00,16,Ametista,Topázio,Topázio,Ametista,,,,0,,,,,,,,,10.002,9.891666667,7.1975,7.5,,6.816666666666667,6.15,7.2,7.1,,,7.5,10.0,,,,2024
RA-242,Aluno-242,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2021,7E,Fase 5 (1° EM),2,Topázio,8.672919666666665,8.221841667,8.2887,2009-02-26 00:00:00,15,Ametista,Ametista,Topázio,Topázio,,,,0,,,,,,,,,9.585,9.621,6.26,7.5,,7.650000000000001,8.05,8.05,6.85,,,7.5,10.0,,,,2024
RA-244,Aluno-244,Feminino,5G,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5G,Fase 4 (9° ano),1,Topázio,8.510208575470424,7.044333333,8.7225,2010-03-30 00:00:00,14,Topázio,Topázio,Topázio,Ametista,,,,3,Avaliador-23,,Avaliador-1,,Avaliador-5,,,,7.5,10.0,6.26,8.125,,9.5,10.0,9.0,9.5,,,8.17,10.0,,,,2024
RA-245,Aluno-245,Masculino,7E,Colégio Albert Einstein - SP,Privada - Programa de Apadrinhamento,Cursando,2021,7E,Fase 5 (1° EM),2,Topázio,8.655707365079365,7.171166667,8.452633333266668,2008-10-06 00:00:00,16,Ametista,Topázio,Topázio,Ametista,,,,0,,,,,,,,,9.168,9.953333333,6.885,7.5,,8.033333333333333,8.4,7.6,8.1,,,7.5,10.0,,,,2024
RA-246,Aluno-246,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2022,7E,Fase 5 (1° EM),2,Quartzo,8.639021494227995,8.256766667,4.7404,2009-04-08 00:00:00,15,,,Topázio,Topázio,,,,0,,,,,,,,,8.334,0.0,6.57,7.5,,0.0,0.0,0.0,0.0,,,7.5,10.0,,,,2024
RA-247,Aluno-247,Feminino,4B,EE Loris Nassif Mattar Profa,Pública,Cursando,2021,4B,Fase 4 (9° ano),0,Agata,7.720170621212121,7.221958333,6.646485739800001,2009-11-25 00:00:00,14,,Ágata,Ametista,Ametista,,,,4,Avaliador-22,,Avaliador-26,,Avaliador-1,Avaliador-5,,,0.0,8.306595365666666,6.26,7.75,,4.333333333333333,0.0,5.0,8.0,,,8.5875,10.0,,,,2024
RA-249,Aluno-249,Masculino,4F,EE Paschoal Carlos Magno,Pública,Cursando,2021,4F,Fase 6 (2° EM),-2,Agata,5.096608405982907,5.444625,6.125104328999999,2008-05-08 00:00:00,16,Ágata,Ágata,Quartzo,Quartzo,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,7.083,6.645021645,5.0,6.75,,5.0,1.0,8.0,6.0,,,7.064,5.0,,,,2024
RA-25,Aluno-25,Feminino,8E,Universidade Santo Amaro (UNISA),Privada *Parcerias com Bolsa 100%,Cursando,2021,8E,Fase 8 (Universitários),0,,7.979045229610685,,,2005-05-18 03:00:00,19,,Topázio,Ametista,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-250,Aluno-250,Feminino,4H,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,4H,Fase 4 (9° ano),0,Topázio,7.958056222222224,7.598208333,9.049892592566668,2010-05-30 00:00:00,14,,,Ametista,Ametista,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,9.168,9.629629629666667,6.88,8.958333333,,9.166666666666666,10.0,7.5,10.0,,,8.95,10.0,,,,2024
RA-251,Aluno-251,Masculino,5N,EE Maria André Schunck Dona,Pública,Cursando,2021,5N,Fase 6 (2° EM),-1,Agata,7.0217378212853765,6.665208333,6.7135006212,2007-12-08 00:00:00,16,Ametista,Ametista,Ágata,Agata,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,8.751,8.612836439,5.63,6.875,,4.5,4.0,2.5,7.0,,,7.326666667,5.0,,,,2024
RA-258,Aluno-258,Feminino,3H,EE João Ortiz Rodrigues,Pública,Cursando,2021,3H,Fase 3 (7° e 8° ano),0,Agata,6.925909119658121,,6.429063888866667,2010-11-26 00:00:00,13,Ametista,Topázio,Ágata,,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-25,,7.084,6.944444444333333,7.51,7.34375,,2.5,,5.0,0.0,,,6.732,10.0,,,,2024
RA-26,Aluno-26,Masculino,8F,Faculdade FIAP,Privada *Parcerias com Bolsa 100%,Cursando,2022,8F,Fase 8 (Universitários),0,,8.676670333333334,,,2005-10-11 00:00:00,19,,,Topázio,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-260,Aluno-260,Feminino,4F,EE João Ortiz Rodrigues,Pública,Cursando,2021,4F,Fase 4 (9° ano),0,Topázio,7.439744423076924,8.080008333,8.448920634933334,2009-11-05 00:00:00,15,Topázio,Ametista,Ametista,Topázio,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,8.751,9.674603174666666,7.51,7.875,,7.0,7.5,5.5,8.0,,,8.502,10.0,,,,2024
RA-262,Aluno-262,Masculino,4F,Colégio Nogueira e Sonho de Criança,Privada,Cursando,2021,4F,Fase 6 (2° EM),-2,Quartzo,4.786323286324786,4.406458333,5.806145462066667,2007-07-06 00:00:00,17,,Quartzo,Quartzo,Quartzo,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,7.917,4.854560643666667,7.51,7.0,,4.166666666666667,1.0,4.5,7.0,,,6.296,5.0,,,,2024
RA-267,Aluno-267,Feminino,5G,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,5G,Fase 7 (3° EM),-2,Quartzo,6.011790235258207,,5.8963067819666675,2007-01-19 00:00:00,17,Ágata,Quartzo,Ágata,,,,,3,Avaliador-23,,Avaliador-1,,Avaliador-5,,,,10.002,8.285533910333333,6.26,4.583333333,,2.0,0.0,2.0,4.0,,,6.273333333,5.0,,,,2024
RA-269,Aluno-269,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2022,7E,Fase 5 (1° EM),2,Topázio,8.230908478550688,8.116041667,8.4773,2009-03-28 00:00:00,15,,,Topázio,Topázio,,,,0,,,,,,,,,9.168,9.6,7.505,7.5,,8.200000000000001,8.1,8.6,7.9,,,7.5,10.0,,,,2024
RA-27,Aluno-27,Masculino,8F,Faculdade FIAP,Privada *Parcerias com Bolsa 100%,Cursando,2021,8F,Fase 8 (Universitários),0,,7.123577106726749,7.921266667,,2006-05-01 00:00:00,18,Topázio,Ametista,Ametista,Ametista,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-270,Aluno-270,Feminino,7E,Colégio Albert Einstein - SP,Privada - Programa de Apadrinhamento,Cursando,2021,7E,Fase 5 (1° EM),2,Quartzo,8.225582168498168,7.982633333,4.79255,2009-02-28 00:00:00,15,Ametista,Topázio,Topázio,Ametista,,,,0,,,,,,,,,9.168,0.0,6.2575,7.5,,0.0,0.0,0.0,0.0,,,7.5,10.0,,,,2024
RA-271,Aluno-271,Feminino,5M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,5M,Fase 6 (2° EM),-1,Ametista,7.254680434997751,6.140333333,7.400633333333334,2007-10-16 00:00:00,17,,,Ametista,Agata,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,9.168,8.958333333333334,6.26,7.5,,7.333333333333333,5.0,7.5,9.5,,,6.7475,5.0,,,,2024
RA-273,Aluno-273,Feminino,4N,EE Maria André Schunck Dona,Pública,Cursando,2021,4N,Fase 5 (1° EM),-1,Agata,5.679047285714286,6.337116667,6.5991307798,2008-10-27 00:00:00,16,Ametista,Ametista,Quartzo,Agata,,,,5,Avaliador-21,,Avaliador-5,,Avaliador-17,Avaliador-23,Avaliador-5,,9.168,7.323153899,6.26,8.125,,4.5,3.0,6.5,4.0,,,6.896,5.0,,,,2024
RA-274,Aluno-274,Feminino,5L,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5L,Fase 3 (7° e 8° ano),2,Topázio,7.945715145299146,8.137625,8.651029629666667,2011-02-18 00:00:00,13,Ametista,Topázio,Ametista,Topázio,,,,3,Avaliador-23,,Avaliador-24,,Avaliador-7,,,,8.334,9.648148147999999,5.635,8.125,,9.333333333333334,9.0,9.0,10.0,,,8.226666667,10.0,,,,2024
RA-277,Aluno-277,Masculino,7E,FIAP School - SP,Privada *Parcerias com Bolsa 100%,Cursando,2021,7E,Fase 5 (1° EM),2,Topázio,7.411457833333333,7.7284,8.0689833334,2008-09-12 00:00:00,16,,Ametista,Ametista,Ametista,,,,0,,,,,,,,,8.334,9.741666667,6.5725,7.5,,6.8999999999999995,6.5,8.15,6.05,,,7.5,10.0,,,,2024
RA-278,Aluno-278,Masculino,5N,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5N,Fase 4 (9° ano),1,Topázio,7.740831693121693,7.1935,8.907314492800001,2010-05-17 00:00:00,14,Ametista,Topázio,Ametista,Ametista,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,9.168,9.855072463666666,7.51,8.125,,9.333333333333334,9.0,9.0,10.0,,,7.946666667,10.0,,,,2024
RA-279,Aluno-279,Masculino,5N,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5N,Fase 4 (9° ano),1,Topázio,8.815164203703704,9.006266667,9.113133333366667,2009-08-25 00:00:00,15,Topázio,Topázio,Topázio,Topázio,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,9.168,10.0,7.51,8.333333333,,9.333333333333334,10.0,8.0,10.0,,,8.726666667,10.0,,,,2024
RA-280,Aluno-280,Feminino,5N,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5N,Fase 4 (9° ano),1,Topázio,8.045898786731787,8.189225,8.822714492700001,2009-07-04 00:00:00,15,,Topázio,Ametista,Topázio,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,7.917,9.855072463666666,6.26,8.333333333,,9.333333333333334,10.0,8.0,10.0,,,8.67,10.0,,,,2024
RA-283,Aluno-283,Masculino,4N,EE Maria André Schunck Dona,Pública,Cursando,2021,4N,Fase 6 (2° EM),-2,Ametista,7.130972888888889,7.549025,7.9444309524,2008-06-27 00:00:00,16,Ágata,Ágata,Ametista,Ametista,,,,5,Avaliador-21,,Avaliador-5,,Avaliador-17,Avaliador-23,Avaliador-5,,8.751,9.761904762,6.885,7.8125,,8.0,6.5,8.0,9.5,,,7.736,5.0,,,,2024
RA-286,Aluno-286,Feminino,5M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,5M,Fase 6 (2° EM),-1,Quartzo,5.423826381118881,5.713333333,5.123180882333333,2007-11-20 00:00:00,16,,,Quartzo,Quartzo,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,6.666,4.031862745000001,6.26,7.34375,,3.1666666666666665,5.0,0.0,4.5,,,5.7825,5.0,,,,2024
RA-29,Aluno-29,Masculino,8E,Faculdade FIAP,Privada - Pagamento por *Empresa Parceira,Cursando,2022,8E,Fase 8 (Universitários),0,,4.985248010595543,,,2005-09-07 03:00:00,19,,,Quartzo,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-291,Aluno-291,Masculino,7E,FIAP School - SP,Privada - Programa de Apadrinhamento,Cursando,2022,7E,Fase 5 (1° EM),2,Ametista,8.121970030303032,8.493058333,7.9319666667333335,2009-01-17 00:00:00,15,,,Topázio,Topázio,,,,0,,,,,,,,,8.751,9.737666667,6.26,7.5,,6.166666666666667,6.0,6.5,6.0,,,7.5,10.0,,,,2024
RA-299,Aluno-299,Feminino,5N,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5N,Fase 4 (9° ano),1,Topázio,7.278024793650793,6.796541667,8.177186956533333,2009-07-28 00:00:00,15,Topázio,Ametista,Ametista,Agata,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,8.751,8.963768115999999,6.26,7.5,,8.166666666666666,8.0,7.5,9.0,,,7.5,10.0,,,,2024
RA-301,Aluno-301,Feminino,4M,EE Maria André Schunck Dona,Pública,Cursando,2021,4M,Fase 4 (9° ano),0,Topázio,6.802149357015729,6.760341667,8.410830701766667,2009-07-11 00:00:00,15,Ametista,Ametista,Ágata,Agata,,,,4,Avaliador-21,,Avaliador-20,,Avaliador-1,Avaliador-26,,,9.168,7.4947368423333325,7.51,8.020833333,,9.0,10.0,9.0,8.0,,,8.21,10.0,,,,2024
RA-303,Aluno-303,Masculino,4M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2021,4M,Fase 6 (2° EM),-2,Agata,6.0302058333333335,5.914291667,6.2443426900666665,2008-03-29 00:00:00,16,Ametista,Ágata,Ágata,Quartzo,,,,4,Avaliador-21,,Avaliador-20,,Avaliador-1,Avaliador-26,,,8.751,3.9520467836666664,7.51,6.875,,5.666666666666667,5.0,5.0,7.0,,,7.535,5.0,,,,2024
RA-304,Aluno-304,Masculino,3N,EE Maria André Schunck Dona,Pública,Cursando,2021,3N,Fase 6 (2° EM),-3,Agata,6.355207500000001,6.241583333,6.852411484600001,2007-12-02 00:00:00,16,Ametista,Ágata,Ágata,Agata,,,,2,Avaliador-21,,Avaliador-23,,,,,,10.002,7.826890756333333,7.51,6.875,,7.166666666666667,9.0,5.5,7.0,,,5.825,2.5,,,,2024
RA-305,Aluno-305,Masculino,4N,EE Maria André Schunck Dona,Pública,Cursando,2021,4N,Fase 5 (1° EM),-1,Agata,6.05804740909091,6.394291667,6.693026811600001,2008-10-19 00:00:00,16,Ametista,Ágata,Ágata,Agata,,,,5,Avaliador-21,,Avaliador-5,,Avaliador-17,Avaliador-23,Avaliador-5,,8.334,7.898550724666666,6.26,7.8125,,4.833333333333333,3.0,3.0,8.5,,,7.03,5.0,,,,2024
RA-306,Aluno-306,Feminino,5M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2021,5M,Fase 6 (2° EM),-1,Agata,6.427354572463768,5.732375,6.1661539474,2008-02-06 00:00:00,16,,Ametista,Ágata,Quartzo,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,7.917,7.699561403666666,7.51,7.34375,,2.8333333333333335,3.5,1.5,3.5,,,6.4125,5.0,,,,2024
RA-308,Aluno-308,Masculino,5M,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,5M,Fase 4 (9° ano),1,Ametista,6.929611095238096,6.578558333,7.489282456133334,2009-09-22 00:00:00,15,Ametista,Ametista,Ágata,Agata,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,7.083,8.714912280666667,5.635,7.5,,6.5,5.5,7.0,7.0,,,7.1225,10.0,,,,2024
RA-31,Aluno-31,Feminino,8E,ESPM,Privada *Parcerias com Bolsa 100%,Cursando,2021,8E,Fase 8 (Universitários),0,,8.842987091787439,,,2005-06-29 03:00:00,19,Topázio,Topázio,Topázio,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-313,Aluno-313,Feminino,4L,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,4L,Fase 5 (1° EM),-1,Ametista,5.800078489240228,7.011091667,7.2528500000000005,2008-11-18 00:00:00,15,,,Quartzo,Ametista,,,,4,Avaliador-23,,Avaliador-20,,Avaliador-22,Avaliador-26,,,8.751,9.666666666666666,5.63,7.8125,,4.833333333333333,1.0,8.0,5.5,,,8.1675,5.0,,,,2024
RA-315,Aluno-315,Feminino,4M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,4M,Fase 5 (1° EM),-1,Agata,5.671800072463768,5.977708333,6.0768703704,2009-04-03 00:00:00,15,,,Quartzo,Quartzo,,,,4,Avaliador-21,,Avaliador-20,,Avaliador-1,Avaliador-26,,,0.0,5.918518518666667,7.51,7.5,,6.833333333333333,6.5,6.5,7.5,,,7.6275,5.0,,,,2024
RA-316,Aluno-316,Feminino,5M,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,5M,Fase 5 (1° EM),0,Topázio,7.8888911111111115,8.436908333,8.708925,2008-11-20 00:00:00,15,,,Ametista,Topázio,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,9.168,10.0,7.51,7.65625,,8.0,8.5,7.0,8.5,,,8.3775,10.0,,,,2024
RA-318,Aluno-318,Feminino,5L,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2021,5L,Fase 6 (2° EM),-1,Ametista,6.527470839262188,6.856575,7.025000925866668,2008-01-30 00:00:00,16,Ágata,Ametista,Ágata,Agata,,,,3,Avaliador-23,,Avaliador-24,,Avaliador-7,,,,7.917,9.129629629666667,7.51,7.34375,,4.666666666666667,2.0,6.0,6.0,,,7.443333333,5.0,,,,2024
RA-319,Aluno-319,Masculino,5L,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,5L,Fase 5 (1° EM),0,Ametista,7.448464223100571,8.367208333,7.948699561466667,2009-06-10 00:00:00,15,,,Ametista,Topázio,,,,3,Avaliador-23,,Avaliador-24,,Avaliador-7,,,,9.585,9.024122807,7.51,7.34375,,5.833333333333333,4.0,5.0,8.5,,,7.666666667,10.0,,,,2024
RA-320,Aluno-320,Feminino,5M,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2022,5M,Fase 5 (1° EM),0,Topázio,7.897223888888889,8.393508333,8.442258333333335,2008-11-20 00:00:00,15,,,Ametista,Topázio,,,,4,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-7,,,9.168,10.0,7.51,7.65625,,6.666666666666667,7.5,5.5,7.0,,,8.3775,10.0,,,,2024
RA-321,Aluno-321,Feminino,5N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,5N,Fase 4 (9° ano),1,Topázio,7.792205060606061,7.695233333,8.125807932933334,2010-04-24 00:00:00,14,,,Ametista,Ametista,,,,3,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,7.917,9.534706331,6.26,8.125,,7.166666666666667,6.0,6.0,9.5,,,7.776666667,10.0,,,,2024
RA-325,Aluno-325,Masculino,3C,EE Paschoal Carlos Magno,Pública,Cursando,2022,3C,Fase 3 (7° e 8° ano),0,Topázio,7.619194363636365,6.243,8.385133333233336,2012-02-20 00:00:00,12,,,Ametista,Agata,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.168,9.866666666666667,7.51,8.333333333,,7.0,7.0,5.5,8.5,,,7.553333333,10.0,,,,2024
RA-326,Aluno-326,Feminino,4A,Recanto Betânia Centro Educacional,Privada,Cursando,2022,4A,Fase 3 (7° e 8° ano),1,Topázio,8.219954610229276,8.65075,8.832389092333335,2010-07-21 00:00:00,14,,,Topázio,Topázio,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,9.168,8.973112128333334,6.26,8.875,,9.333333333333334,10.0,9.0,9.0,,,8.704,10.0,,,,2024
RA-331,Aluno-331,Feminino,3B,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,3B,Fase 4 (9° ano),-1,Agata,6.636118019594441,7.039791667,6.231045707066668,2010-04-22 00:00:00,14,Ametista,Ametista,Ágata,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.751,7.735353535333334,8.755,6.09375,,3.5,4.0,3.5,3.0,,,5.62,5.0,,,,2024
RA-332,Aluno-332,Masculino,4A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,4A,Fase 3 (7° e 8° ano),1,Topázio,7.882917128747796,8.002591667,8.421271701,2009-05-06 00:00:00,15,Ametista,Ametista,Ametista,Topázio,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,9.585,7.605358505000001,9.38,8.625,,7.0,7.0,7.0,7.0,,,8.706,10.0,,,,2024
RA-336,Aluno-336,Masculino,4A,EE Mario Francisco de Amorim,Pública,Cursando,2021,4A,Fase 4 (9° ano),0,Agata,6.787123434343435,5.887708333,6.834286748466667,2009-08-28 00:00:00,15,Ametista,Ágata,Ágata,Quartzo,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,7.5,5.512100409000001,6.26,7.5,,5.833333333333333,6.0,6.5,5.0,,,7.196,10.0,,,,2024
RA-338,Aluno-338,Masculino,4B,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,4B,Fase 4 (9° ano),0,Topázio,6.837216877492878,8.287441667,8.052795331466667,2010-04-08 00:00:00,14,Ametista,Ametista,Ágata,Topázio,,,,4,Avaliador-22,,Avaliador-26,,Avaliador-1,Avaliador-5,,,9.168,7.441643324,7.51,7.625,,6.833333333333333,5.0,8.0,7.5,,,8.8375,10.0,,,,2024
RA-339,Aluno-339,Feminino,4A,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,4A,Fase 3 (7° e 8° ano),1,Ametista,8.48808864197531,7.377583333,7.711540746133334,2011-06-01 00:00:00,13,Topázio,Ametista,Topázio,Ametista,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,7.5,7.155537064000001,5.635,8.0,,8.166666666666666,8.0,7.0,9.5,,,7.668,10.0,,,,2024
RA-340,Aluno-340,Masculino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2021,3D,Fase 3 (7° e 8° ano),0,Agata,7.720835333333334,7.059666667,6.715437329466668,2011-02-12 00:00:00,13,Ametista,Ágata,Ametista,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,7.917,6.585769980666666,7.51,6.5625,,5.166666666666667,6.0,7.0,2.5,,,5.83,10.0,,,,2024
RA-342,Aluno-342,Feminino,4C,EE Mario Francisco de Amorim,Pública,Cursando,2021,4C,Fase 5 (1° EM),-1,Agata,6.940909599240267,7.539875,6.757026587266667,2008-07-21 00:00:00,16,,Quartzo,Ágata,Ametista,,,,3,Avaliador-21,,Avaliador-20,,Avaliador-26,,,,8.751,7.728174603333334,6.26,7.65625,,4.5,6.5,7.0,0.0,,,7.723333333,5.0,,,,2024
RA-346,Aluno-346,Masculino,3A,Rede Decisão - Unidade União,Pública,Cursando,2022,3A,Fase 3 (7° e 8° ano),0,Ametista,8.143057777777779,7.305541667,7.761749603200001,2012-03-12 00:00:00,12,,,Topázio,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,10.002,9.149206349333333,2.51,7.96875,,6.166666666666667,6.0,4.5,8.0,,,8.2525,10.0,,,,2024
RA-347,Aluno-347,Feminino,4A,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,4A,Fase 3 (7° e 8° ano),1,Topázio,7.908336,7.61835,8.384742583733333,2010-07-13 00:00:00,14,Topázio,Ametista,Ametista,Ametista,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,8.751,9.673046251999999,6.885,8.0,,7.666666666666667,6.5,7.5,9.0,,,7.766,10.0,,,,2024
RA-35,Aluno-35,Feminino,8E,ESPM,Privada *Parcerias com Bolsa 100%,Cursando,2021,8E,Fase 8 (Universitários),0,,8.96534820289855,,,2005-04-22 03:00:00,19,Ametista,Topázio,Topázio,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-352,Aluno-352,Masculino,4B,EE Loris Nassif Mattar Profa,Pública,Cursando,2021,4B,Fase 3 (7° e 8° ano),1,Quartzo,7.834006201914523,7.840341667,5.9794829346,2011-03-26 00:00:00,13,Ametista,Ametista,Ametista,Ametista,,,,4,Avaliador-22,,Avaliador-26,,Avaliador-1,Avaliador-5,,,8.334,4.453748006333333,6.26,6.375,,3.1666666666666665,2.0,5.5,2.0,,,6.7925,10.0,,,,2024
RA-356,Aluno-356,Masculino,4B,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2021,4B,Fase 3 (7° e 8° ano),1,Agata,6.689521871961853,6.452008333,6.627336016533334,2010-07-08 00:00:00,14,Topázio,Topázio,Ágata,Agata,,,,4,Avaliador-22,,Avaliador-26,,Avaliador-1,Avaliador-5,,,8.334,6.656346749333334,5.635,5.25,,5.333333333333333,1.0,7.0,8.0,,,6.5375,10.0,,,,2024
RA-357,Aluno-357,Masculino,3I,EE Joaquim Mendes Feliz,Pública,Cursando,2022,3I,Fase 4 (9° ano),-1,Ametista,7.835649925925926,8.2832,7.731569404200001,2010-05-30 00:00:00,14,,,Ametista,Topázio,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,8.751,9.028180354333333,8.135,7.875,,7.666666666666667,8.5,7.0,7.5,,,7.0825,5.0,,,,2024
RA-359,Aluno-359,Feminino,4C,EE Joaquim Mendes Feliz,Pública,Cursando,2021,4C,Fase 3 (7° e 8° ano),1,Ametista,6.605761359666916,7.627125,7.492006349133335,2010-08-21 00:00:00,14,Ametista,Ágata,Ágata,Ametista,,,,3,Avaliador-21,,Avaliador-20,,Avaliador-26,,,,9.168,7.162698412666667,6.26,7.5,,5.5,4.0,4.5,8.0,,,8.333333333,10.0,,,,2024
RA-36,Aluno-36,Feminino,8E,Universidade Santo Amaro (UNISA),Privada *Parcerias com Bolsa 100%,Cursando,2021,8E,Fase 8 (Universitários),0,,7.875768381520724,,,2005-07-26 03:00:00,19,Topázio,Ametista,Ametista,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
