RA,Nome,Gênero,Turma,Instituição de ensino,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2023,INDE 2022,INDE 2023,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-364,Aluno-364,Masculino,3G,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,8.75,7.734891667,2011-02-10 00:00:00,,Ametista,Topázio,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,9.0,6.89,7.03125,,5.8,8.0,5.2,4.3,,,7.505,10.0,,,,2023
RA-382,Aluno-382,Masculino,3G,Pública,2017,FASE 3,Fase 5 (1° EM),-2,Agata,6.777,6.223833333,8/19/2008,15.0,Ametista,Ágata,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,9.4,6.26,7.5,,5.2,5.0,5.8,4.7,,,7.1725,5.0,,,,2023
RA-383,Aluno-383,Masculino,3G,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,8.4,7.5408,1/20/2011,12.0,Topázio,Ametista,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,8.8,3.14,7.5,,6.5,6.3,6.2,7.0,,,7.5,10.0,,,,2023
RA-384,Aluno-384,Feminino,3G,Pública,2017,FASE 3,Fase 3 (7° e 8° ano),0,Agata,7.558,6.757958333,2010-09-02 00:00:00,,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,9.1,2.52,7.65625,,7.3,6.3,7.2,8.3,,,7.335,10.0,,,,2023
RA-1157,Aluno-1157,Masculino,3G,Pública,2023,FASE 3,Fase 4 (9° ano),-1,Ametista,,7.086633333,8/24/2009,14.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,8.8,6.26,7.5,,5.7,5.0,6.3,5.7,,,7.0025,5.0,,,,2023
RA-386,Aluno-386,Masculino,3G,Pública,2019,FASE 3,Fase 4 (9° ano),-1,Quartzo,6.104,5.758425,2009-02-09 00:00:00,,Ágata,Ágata,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,7.0,2.52,7.03125,,3.3,5.0,3.7,1.2,,,6.6325,5.0,,,,2023
RA-260,Aluno-260,Feminino,3G,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,7.44,8.080008333,2009-05-11 00:00:00,,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,9.9,7.52,7.34375,,6.1,6.3,5.2,6.7,,,7.4175,10.0,,,,2023
RA-390,Aluno-390,Feminino,3G,Pública,2022,FASE 3,Fase 3 (7° e 8° ano),0,Agata,6.776,6.905741667,2010-10-11 00:00:00,,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.9,8.8,2.52,7.34375,,4.8,5.7,5.8,3.0,,,7.005,10.0,,,,2023
RA-1158,Aluno-1158,Feminino,3G,Pública,2023,FASE 3,Fase 4 (9° ano),-1,Agata,,6.306666667,1/23/2009,14.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.5,8.6,2.52,7.5,,4.3,5.3,5.0,2.7,,,7.34,5.0,,,,2023
RA-391,Aluno-391,Feminino,3I,Pública,2022,FASE 3,Fase 3 (7° e 8° ano),0,Agata,7.117,6.5107,2010-05-02 00:00:00,,,,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.5,2.52,7.5,,3.5,4.2,5.0,1.3,,,7.585,10.0,,,,2023
RA-1159,Aluno-1159,Feminino,3I,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Quartzo,,5.913883333,2010-03-12 00:00:00,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.8,6.6,2.52,7.1875,,3.1,5.2,1.5,2.5,,,7.1325,10.0,,,,2023
RA-392,Aluno-392,Masculino,3I,Pública,2022,FASE 3,Fase 5 (1° EM),-2,Agata,6.418,6.567208333,3/16/2008,15.0,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.5,2.52,6.09375,,4.6,6.2,4.7,2.8,,,7.17,5.0,,,,2023
RA-1160,Aluno-1160,Masculino,3I,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Agata,,6.636166667,2010-01-04 00:00:00,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.7,2.52,6.875,,2.7,4.8,2.7,0.7,,,7.2575,10.0,,,,2023
RA-1161,Aluno-1161,Feminino,3I,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,,7.317791667,2010-04-07 00:00:00,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.3,8.1,2.52,8.28125,,6.3,7.3,6.5,5.2,,,8.63,10.0,,,,2023
RA-395,Aluno-395,Feminino,3I,Pública,2018,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.683,7.469175,3/19/2011,12.0,Ametista,Topázio,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.6,2.52,7.96875,,6.0,6.7,5.3,6.0,,,7.9175,10.0,,,,2023
RA-450,Aluno-450,Masculino,3K,Pública,2021,FASE 3,Fase 4 (9° ano),-1,Agata,7.843,6.819625,3/14/2009,14.0,,Ágata,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.4,2.52,7.65625,,5.4,7.0,6.5,2.7,,,7.9175,5.0,,,,2023
RA-463,Aluno-463,Feminino,3K,Pública,2020,FASE 3,Fase 3 (7° e 8° ano),0,Agata,6.41,6.382383333,5/26/2010,13.0,Quartzo,Quartzo,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,5.4,2.52,7.8125,,4.0,6.3,4.3,1.3,,,7.795,10.0,,,,2023
RA-298,Aluno-298,Masculino,3K,Pública,2019,FASE 3,Fase 4 (9° ano),-1,Agata,6.409,6.824333333,5/29/2009,14.0,Ametista,Ágata,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.6,2.52,7.5,,5.5,7.7,4.5,4.2,,,7.7525,5.0,,,,2023
RA-464,Aluno-464,Feminino,3K,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Agata,6.745,6.081675,2009-12-09 00:00:00,,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.7,2.52,7.96875,,3.0,4.8,3.7,0.5,,,7.38,5.0,,,,2023
RA-465,Aluno-465,Masculino,3K,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,8.012,8.012875,2011-07-06 00:00:00,,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,9.4,2.52,7.96875,,8.5,8.3,8.2,9.0,,,8.17,10.0,,,,2023
RA-442,Aluno-442,Feminino,3K,Pública,2022,FASE 3,Fase 3 (7° e 8° ano),0,Agata,8.226,6.814166667,2011-02-01 00:00:00,,,,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.6,7.52,7.5,,5.8,6.7,6.5,4.3,,,8.1275,10.0,,,,2023
RA-300,Aluno-300,Masculino,3K,Pública,2022,FASE 3,Fase 5 (1° EM),-2,Quartzo,5.557,5.616691667,3/19/2008,15.0,,,Quartzo,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.0,7.5,2.52,6.40625,,4.5,4.5,5.3,3.8,,,6.5875,5.0,,,,2023
RA-467,Aluno-467,Feminino,3K,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Agata,6.38,6.552916667,2009-09-06 00:00:00,,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.3,9.2,3.14,7.1875,,5.2,6.0,6.0,3.7,,,7.5425,5.0,,,,2023
RA-468,Aluno-468,Masculino,3K,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Quartzo,6.313,5.911108333,2009-02-05 00:00:00,,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,6.0,6.27,7.34375,,3.4,4.8,3.0,2.3,,,6.715,5.0,,,,2023
RA-1162,Aluno-1162,Feminino,3K,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,,7.44215,11/27/2009,13.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,8.5,3.77,7.8125,,6.0,7.3,5.5,5.2,,,7.7525,10.0,,,,2023
RA-470,Aluno-470,Feminino,3K,Pública,2019,FASE 3,Fase 4 (9° ano),-1,Agata,7.378,6.993766667,8/19/2009,14.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.2,5.0,7.5,,4.9,6.0,4.3,4.5,,,7.71,5.0,,,,2023
RA-474,Aluno-474,Masculino,3K,Pública,2019,FASE 3,Fase 4 (9° ano),-1,Quartzo,6.446,5.283583333,8/19/2009,14.0,Ametista,Ametista,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.8,5.0,7.1875,,3.3,4.8,3.8,1.2,,,6.7575,5.0,,,,2023
RA-476,Aluno-476,Feminino,3K,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Agata,6.931,6.492408333,7/23/2010,13.0,Ágata,Ametista,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.0,2.52,7.34375,,4.1,5.0,4.5,2.7,,,7.505,10.0,,,,2023
RA-478,Aluno-478,Feminino,3K,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Agata,6.709,6.443616667,11/26/2010,12.0,Ametista,Ametista,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,7.3,2.52,7.1875,,4.4,4.3,4.7,4.3,,,7.2975,10.0,,,,2023
RA-410,Aluno-410,Masculino,3K,Pública,2018,FASE 3,Fase 4 (9° ano),-1,Agata,5.675,6.140808333,2008-06-12 00:00:00,,Quartzo,Quartzo,Quartzo,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,5.8,7.52,6.71875,,4.9,5.0,4.8,4.8,,,6.0425,5.0,,,,2023
RA-411,Aluno-411,Feminino,3L,Privada,2019,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.232,7.779983333,5/13/2010,13.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.2,9.0,7.52,7.8125,,6.6,5.7,6.7,7.3,,,7.5425,10.0,,,,2023
RA-412,Aluno-412,Feminino,3L,Pública,2018,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.556,7.373891667,4/26/2010,13.0,Ágata,Ágata,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,8.9,2.52,7.03125,,6.2,5.8,5.2,7.7,,,7.585,10.0,,,,2023
RA-400,Aluno-400,Masculino,3L,Pública,2018,FASE 3,Fase 4 (9° ano),-1,Agata,6.042,6.529425,2008-07-11 00:00:00,,Ágata,Quartzo,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.0,2.52,7.65625,,4.1,4.8,4.7,2.8,,,7.375,5.0,,,,2023
RA-414,Aluno-414,Feminino,3L,Pública,2021,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.284,7.25025,10/24/2010,13.0,,Ágata,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.5,7.52,7.8125,,6.5,6.0,7.0,6.5,,,7.585,10.0,,,,2023
RA-415,Aluno-415,Feminino,3L,Pública,2019,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.695,7.18805,5/17/2011,12.0,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.1,8.2,7.52,7.8125,,3.7,2.8,4.0,4.3,,,7.8325,10.0,,,,2023
RA-1163,Aluno-1163,Masculino,3L,Pública,2023,FASE 3,Fase 4 (9° ano),-1,Ametista,,7.749391667,7/24/2009,14.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.3,7.52,7.65625,,7.2,7.0,6.7,8.0,,,7.75,5.0,,,,2023
RA-273,Aluno-273,Feminino,3L,Pública,2018,FASE 3,Fase 4 (9° ano),-1,Agata,5.679,6.337116667,10/27/2008,14.0,Ametista,Ametista,Quartzo,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.4,2.52,7.8125,,5.0,5.3,6.8,3.0,,,7.6275,5.0,,,,2023
RA-471,Aluno-471,Feminino,3L,Pública,2020,FASE 3,Fase 3 (7° e 8° ano),0,Agata,6.535,6.855541667,2009-07-12 00:00:00,,Ágata,Ágata,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.0,6.27,7.96875,,5.0,6.3,4.0,4.8,,,8.125,10.0,,,,2023
RA-416,Aluno-416,Masculino,3L,Privada - Programa de Apadrinhamento,2018,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,7.913,8.144425,8/31/2010,13.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.8,2.52,8.28125,,7.6,7.0,7.0,8.8,,,8.3375,10.0,,,,2023
RA-417,Aluno-417,Feminino,3L,Pública,2022,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,8.428,8.257658333,2009-04-12 00:00:00,,,,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.4,9.7,7.52,8.28125,,7.8,6.7,8.3,8.3,,,8.2125,10.0,,,,2023
RA-305,Aluno-305,Masculino,3L,Pública,2019,FASE 3,Fase 5 (1° EM),-2,Agata,6.058,6.394291667,10/19/2008,15.0,Ametista,Ágata,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,8.9,7.52,7.65625,,5.2,5.2,4.8,5.7,,,7.75,5.0,,,,2023
RA-418,Aluno-418,Feminino,3L,Privada - Programa de Apadrinhamento,2020,FASE 3,Fase 2 (5° e 6° ano),1,Topázio,8.175,8.1686,2012-09-03 00:00:00,,Topázio,Topázio,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,10.0,2.52,8.125,,8.1,6.7,8.3,9.3,,,8.045,10.0,,,,2023
RA-419,Aluno-419,Feminino,3L,Privada - Programa de Apadrinhamento,2019,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,7.359,7.7261,2010-04-10 00:00:00,,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,9.5,2.52,8.125,,7.6,7.0,7.3,8.5,,,7.875,10.0,,,,2023
RA-421,Aluno-421,Masculino,3L,Pública,2021,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,8.717,8.030716667,2011-11-02 00:00:00,,,Topázio,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.9,2.52,7.8125,,7.3,8.0,6.2,7.8,,,8.17,10.0,,,,2023
RA-407,Aluno-407,Masculino,3L,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Ametista,7.195,7.665083333,7/16/2009,14.0,,,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.6,7.52,7.8125,,7.3,7.3,7.2,7.3,,,7.5,5.0,,,,2023
RA-425,Aluno-425,Masculino,3L,Pública,2022,FASE 3,Fase 3 (7° e 8° ano),0,Topázio,8.117,8.10555,1/21/2010,13.0,,,Topázio,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.9,2.52,7.8125,,7.5,6.7,7.3,8.5,,,8.3775,10.0,,,,2023
RA-426,Aluno-426,Feminino,3M,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Agata,6.35,6.329158333,2008-09-12 00:00:00,,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.4,7.6,5.0,7.65625,,5.0,4.7,5.2,5.0,,,7.5425,5.0,,,,2023
RA-430,Aluno-430,Masculino,3M,Pública,2022,FASE 3,Fase 4 (9° ano),-1,Ametista,7.585,7.146716667,5/14/2009,14.0,,,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.3,2.52,7.8125,,6.4,7.3,5.5,6.5,,,7.75,5.0,,,,2023
RA-1164,Aluno-1164,Masculino,3M,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Agata,,6.910091667,9/27/2010,13.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.5,2.52,7.65625,,4.8,7.0,7.5,0.0,,,7.545,10.0,,,,2023
RA-1165,Aluno-1165,Feminino,3M,Pública,2023,FASE 3,Fase 3 (7° e 8° ano),0,Ametista,,7.880716667,6/17/2011,12.0,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.1,5.0,7.1875,,7.3,7.0,6.0,9.0,,,7.2925,10.0,,,,2023
RA-432,Aluno-432,Feminino,3M,Pública,2019,FASE 3,Fase 5 (1° EM),-2,Agata,6.34,6.850183333,2008-05-08 00:00:00,,Quartzo,Quartzo,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.0,2.52,7.8125,,5.2,5.0,6.3,4.2,,,8.0425,5.0,,,,2023
